timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect;"cacheStatus"
1778863794359;811;HTTP Request;200;OK;Thread Group 1-1;text;true;;17344;182;4;4;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;800;0;707;BYPASS
1778863794513;658;HTTP Request;200;OK;Thread Group 1-2;text;true;;17344;182;4;4;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;647;0;577;BYPASS
1778863794751;420;HTTP Request;200;OK;Thread Group 1-3;text;true;;17344;182;4;4;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;409;0;325;BYPASS
1778863795175;129;HTTP Request;200;OK;Thread Group 1-2;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;125;0;0;BYPASS
1778863795175;131;HTTP Request;200;OK;Thread Group 1-1;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;128;0;0;BYPASS
1778863795175;132;HTTP Request;200;OK;Thread Group 1-3;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;131;0;0;BYPASS
1778863794991;316;HTTP Request;200;OK;Thread Group 1-4;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;253;0;170;BYPASS
1778863795304;90;HTTP Request;200;OK;Thread Group 1-2;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;85;0;0;BYPASS
1778863795307;91;HTTP Request;200;OK;Thread Group 1-4;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;89;0;0;BYPASS
1778863795307;152;HTTP Request;200;OK;Thread Group 1-3;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;92;0;0;BYPASS
1778863795307;155;HTTP Request;200;OK;Thread Group 1-1;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;154;0;0;BYPASS
1778863795395;72;HTTP Request;200;OK;Thread Group 1-2;text;true;;17344;182;5;5;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;68;0;0;BYPASS
1778863795461;92;HTTP Request;200;OK;Thread Group 1-3;text;true;;17344;182;6;6;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;86;0;0;BYPASS
1778863795399;214;HTTP Request;200;OK;Thread Group 1-4;text;true;;17344;182;6;6;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;154;0;0;BYPASS
1778863795463;155;HTTP Request;200;OK;Thread Group 1-1;text;true;;17344;182;6;6;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;151;0;0;BYPASS
1778863795232;386;HTTP Request;200;OK;Thread Group 1-5;text;true;;17344;182;6;6;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;380;0;231;BYPASS
1778863795468;151;HTTP Request;200;OK;Thread Group 1-2;text;true;;17344;182;6;6;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;150;0;0;BYPASS
1778863795553;78;HTTP Request;200;OK;Thread Group 1-3;text;true;;17344;182;6;6;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;68;0;0;BYPASS
1778863795615;91;HTTP Request;200;OK;Thread Group 1-4;text;true;;17344;182;6;6;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;89;0;0;BYPASS
1778863795619;93;HTTP Request;200;OK;Thread Group 1-5;text;true;;17344;182;7;7;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;85;0;0;BYPASS
1778863795619;96;HTTP Request;200;OK;Thread Group 1-1;text;true;;17344;182;7;7;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;93;0;0;BYPASS
1778863795619;147;HTTP Request;200;OK;Thread Group 1-2;text;true;;17344;182;7;7;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;96;0;0;BYPASS
1778863795632;138;HTTP Request;200;OK;Thread Group 1-3;text;true;;17344;182;7;7;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;135;0;0;BYPASS
1778863795706;68;HTTP Request;200;OK;Thread Group 1-4;text;true;;17344;182;7;7;https://drupal.kiraryuuki.systems/?id=1'%20OR%20'1'='1;66;0;0;BYPASS
